Sigla da IES,Ano,Código da Área,Área de Avaliação,CPC Contínuo,CPC Faixa
,2017,2001,PEDAGOGIA (LICENCIATURA),2.3987,3
FAPAN,2017,2001,PEDAGOGIA (LICENCIATURA),2.1391,3
FACULDADE DELTA,2017,2001,PEDAGOGIA (LICENCIATURA),3.3264,4
,2017,2001,PEDAGOGIA (LICENCIATURA),2.2852,3
FAN,2017,2001,PEDAGOGIA (LICENCIATURA),4.0315,5
FERA,2017,2001,PEDAGOGIA (LICENCIATURA),1.8552,2
FACIC,2017,2001,PEDAGOGIA (LICENCIATURA),2.1236,3
FJN - Olinda,2017,2001,PEDAGOGIA (LICENCIATURA),2.7858,3
USJ,2017,2001,PEDAGOGIA (LICENCIATURA),2.5776,3
FAFIT-FACIC,2017,2001,PEDAGOGIA (LICENCIATURA),2.1318,3
,2017,2001,PEDAGOGIA (LICENCIATURA),2.6981,3
,2017,2001,PEDAGOGIA (LICENCIATURA),2.203,3
INEC,2017,2001,PEDAGOGIA (LICENCIATURA),1.7144,2
UNITPAC,2017,2001,PEDAGOGIA (LICENCIATURA),3.3419,4
,2017,2001,PEDAGOGIA (LICENCIATURA),2.6929,3
,2017,2001,PEDAGOGIA (LICENCIATURA),2.1878,3
ESTÁCIO CASTANHAL,2017,2001,PEDAGOGIA (LICENCIATURA),3.2202,4
FACEMA,2017,2001,PEDAGOGIA (LICENCIATURA),2.1613,3
ITOP,2017,2001,PEDAGOGIA (LICENCIATURA),2.9193,3
BILAC,2017,2001,PEDAGOGIA (LICENCIATURA),2.2029,3
ISEPAM,2017,2001,PEDAGOGIA (LICENCIATURA),2.0068,3
FAETERJ S ANT. PÁDUA,2017,2001,PEDAGOGIA (LICENCIATURA),2.0647,3
FAETERJ ITAPERUNA,2017,2001,PEDAGOGIA (LICENCIATURA),2.5404,3
IF Catarinense,2017,2001,PEDAGOGIA (LICENCIATURA),3.5308,4
IF Catarinense,2017,2001,PEDAGOGIA (LICENCIATURA),3.469,4
,2017,2001,PEDAGOGIA (LICENCIATURA),2.438,3
,2017,2001,PEDAGOGIA (LICENCIATURA),1.3451,2
FAETERJ BJ ITABAPOAN,2017,2001,PEDAGOGIA (LICENCIATURA),2.22,3
FAETERJ TRÊS RIOS,2017,2001,PEDAGOGIA (LICENCIATURA),2.7059,3
UERR,2017,2001,PEDAGOGIA (LICENCIATURA),2.3448,3
,2017,2001,PEDAGOGIA (LICENCIATURA),2.8484,3
,2017,2001,PEDAGOGIA (LICENCIATURA),1.9734,3
,2017,2001,PEDAGOGIA (LICENCIATURA),2.7004,3
,2017,2001,PEDAGOGIA (LICENCIATURA),3.7821,4
FRM,2017,2001,PEDAGOGIA (LICENCIATURA),2.1347,3
UNEAL,2017,2001,PEDAGOGIA (LICENCIATURA),2.5541,3
UNEAL,2017,2001,PEDAGOGIA (LICENCIATURA),2.3845,3
UNEAL,2017,2001,PEDAGOGIA (LICENCIATURA),2.1103,3
,2017,2001,PEDAGOGIA (LICENCIATURA),2.1732,3
,2017,2001,PEDAGOGIA (LICENCIATURA),2.2574,3
FACCAT,2017,2001,PEDAGOGIA (LICENCIATURA),3.6209,4
,2017,2001,PEDAGOGIA (LICENCIATURA),3.3125,4
FUI,2017,2001,PEDAGOGIA (LICENCIATURA),2.4817,3
FAPA,2017,2001,PEDAGOGIA (LICENCIATURA),3.1055,4
FGG,2017,2001,PEDAGOGIA (LICENCIATURA),2.0995,3
UNIPAMPA,2017,2001,PEDAGOGIA (LICENCIATURA),2.3404,3
,2017,2001,PEDAGOGIA (LICENCIATURA),2.5425,3
ASMEC,2017,2001,PEDAGOGIA (LICENCIATURA),2.4219,3
Uniopet,2017,2001,PEDAGOGIA (LICENCIATURA),2.5724,3
,2017,2001,PEDAGOGIA (LICENCIATURA),2.8299,3
FACITE,2017,2001,PEDAGOGIA (LICENCIATURA),1.6989,2
,2017,2001,PEDAGOGIA (LICENCIATURA),2.3396,3
,2017,2001,PEDAGOGIA (LICENCIATURA),2.6926,3
FUNORTE,2017,2001,PEDAGOGIA (LICENCIATURA),2.7957,3
FAH/UNASP-HT,2017,2001,PEDAGOGIA (LICENCIATURA),3.0229,4
SJT,2017,2001,PEDAGOGIA (LICENCIATURA),2.063,3
,2017,2001,PEDAGOGIA (LICENCIATURA),1.6656,2
,2017,2001,PEDAGOGIA (LICENCIATURA),2.8629,3
UNIVAR,2017,2001,PEDAGOGIA (LICENCIATURA),2.4632,3
UEAP,2017,2001,PEDAGOGIA (LICENCIATURA),2.1819,3
FMP,2017,2001,PEDAGOGIA (LICENCIATURA),3.0162,4
,2017,2001,PEDAGOGIA (LICENCIATURA),2.1812,3
,2017,2001,PEDAGOGIA (LICENCIATURA),2.6869,3
MULTIVIX SÃO MATEUS,2017,2001,PEDAGOGIA (LICENCIATURA),3.9004,4
FAC-UNILAGOS,2017,2001,PEDAGOGIA (LICENCIATURA),4.3203,5
FACSUMARÉ,2017,2001,PEDAGOGIA (LICENCIATURA),1.8218,2
,2017,2001,PEDAGOGIA (LICENCIATURA),1.9724,3
,2017,2001,PEDAGOGIA (LICENCIATURA),2.6599,3
,2017,2001,PEDAGOGIA (LICENCIATURA),1.8924,2
FASBE,2017,2001,PEDAGOGIA (LICENCIATURA),1.8858,2
,2017,2001,PEDAGOGIA (LICENCIATURA),2.4034,3
FAEV,2017,2001,PEDAGOGIA (LICENCIATURA),2.5181,3
,2017,2001,PEDAGOGIA (LICENCIATURA),2.2794,3
FEICS,2017,2001,PEDAGOGIA (LICENCIATURA),2.2296,3
FISBE,2017,2001,PEDAGOGIA (LICENCIATURA),2.3092,3
FAPLAC,2017,2001,PEDAGOGIA (LICENCIATURA),1.8226,2
,2017,2001,PEDAGOGIA (LICENCIATURA),2.0608,3
ESAB,2017,2001,PEDAGOGIA (LICENCIATURA),2.1363,3
ESAB,2017,2001,PEDAGOGIA (LICENCIATURA),2.8406,3
FASF,2017,2001,PEDAGOGIA (LICENCIATURA),2.4955,3
,2017,2001,PEDAGOGIA (LICENCIATURA),2.1628,3
FAMAR,2017,2001,PEDAGOGIA (LICENCIATURA),2.0064,3
UNA,2017,2001,PEDAGOGIA (LICENCIATURA),,SC
,2017,2001,PEDAGOGIA (LICENCIATURA),1.8363,2
,2017,2001,PEDAGOGIA (LICENCIATURA),2.7014,3
FAPAC LAMBARI,2017,2001,PEDAGOGIA (LICENCIATURA),1.9183,2
,2017,2001,PEDAGOGIA (LICENCIATURA),2.0272,3
FEESU,2017,2001,PEDAGOGIA (LICENCIATURA),2.0557,3
FUNIC,2017,2001,PEDAGOGIA (LICENCIATURA),2.5115,3
FAPAC - GV,2017,2001,PEDAGOGIA (LICENCIATURA),2.4748,3
FATEP,2017,2001,PEDAGOGIA (LICENCIATURA),3.2518,4
FUNEES Arcos,2017,2001,PEDAGOGIA (LICENCIATURA),1.6542,2
,2017,2001,PEDAGOGIA (LICENCIATURA),2.7296,3
FISE,2017,2001,PEDAGOGIA (LICENCIATURA),2.9899,4
,2017,2001,PEDAGOGIA (LICENCIATURA),2.838,3
IFPR,2017,2001,PEDAGOGIA (LICENCIATURA),3.0062,4
FAP,2017,2001,PEDAGOGIA (LICENCIATURA),2.539,3
FASG,2017,2001,PEDAGOGIA (LICENCIATURA),1.6172,2
FANEB,2017,2001,PEDAGOGIA (LICENCIATURA),2.7266,3
UENP,2017,2001,PEDAGOGIA (LICENCIATURA),3.135,4
UENP,2017,2001,PEDAGOGIA (LICENCIATURA),2.5738,3
UNIARP,2017,2001,PEDAGOGIA (LICENCIATURA),2.1549,3
UFOPA,2017,2001,PEDAGOGIA (LICENCIATURA),2.5287,3
UFFS,2017,2001,PEDAGOGIA (LICENCIATURA),3.131,4
UFFS,2017,2001,PEDAGOGIA (LICENCIATURA),3.444,4
FAJAR,2017,2001,PEDAGOGIA (LICENCIATURA),2.9392,3
FATESP,2017,2001,PEDAGOGIA (LICENCIATURA),2.2995,3
,2017,2001,PEDAGOGIA (LICENCIATURA),3.494,4
UNA,2017,2001,PEDAGOGIA (LICENCIATURA),3.8448,4
,2017,2001,PEDAGOGIA (LICENCIATURA),2.7748,3
,2017,2001,PEDAGOGIA (LICENCIATURA),2.5842,3
UNILAB,2017,2001,PEDAGOGIA (LICENCIATURA),3.9896,5
UNEITAQUÁ,2017,2001,PEDAGOGIA (LICENCIATURA),2.2029,3
FAM,2017,2001,PEDAGOGIA (LICENCIATURA),2.3673,3
UNESPAR,2017,2001,PEDAGOGIA (LICENCIATURA),2.7151,3
UNESPAR,2017,2001,PEDAGOGIA (LICENCIATURA),2.8261,3
UNESPAR,2017,2001,PEDAGOGIA (LICENCIATURA),3.1681,4
UNESPAR,2017,2001,PEDAGOGIA (LICENCIATURA),2.5982,3
UNESPAR,2017,2001,PEDAGOGIA (LICENCIATURA),,SC
UNESPAR,2017,2001,PEDAGOGIA (LICENCIATURA),2.753,3
UNESPAR,2017,2001,PEDAGOGIA (LICENCIATURA),2.751,3
,2017,2001,PEDAGOGIA (LICENCIATURA),1.8581,2
IMEPAC,2017,2001,PEDAGOGIA (LICENCIATURA),3.1236,4
UNB,2017,2401,HISTÓRIA (BACHARELADO),3.69,4
UFPI,2017,2401,HISTÓRIA (BACHARELADO),2.5427,3
UFOP,2017,2401,HISTÓRIA (BACHARELADO),3.9504,5
UFV,2017,2401,HISTÓRIA (BACHARELADO),3.1697,4
FURG,2017,2401,HISTÓRIA (BACHARELADO),2.364,3
UFU,2017,2401,HISTÓRIA (BACHARELADO),3.3487,4
UFU,2017,2401,HISTÓRIA (BACHARELADO),3.1635,4
PUC-CAMPINAS,2017,2401,HISTÓRIA (BACHARELADO),3.6743,4
PUCRS,2017,2401,HISTÓRIA (BACHARELADO),3.1715,4
UDESC,2017,2401,HISTÓRIA (BACHARELADO),4.1921,5
UEG,2017,2401,HISTÓRIA (BACHARELADO),1.8655,2
UNESP,2017,2401,HISTÓRIA (BACHARELADO),2.5623,3
UFSJ,2017,2401,HISTÓRIA (BACHARELADO),2.0719,3
UNESA,2017,2401,HISTÓRIA (BACHARELADO),2.4073,3
PUC MINAS,2017,2401,HISTÓRIA (BACHARELADO),3.5981,4
ULBRA,2017,2401,HISTÓRIA (BACHARELADO),4.0307,5
UCSAL,2017,2401,HISTÓRIA (BACHARELADO),,SC
PUC-RIO,2017,2401,HISTÓRIA (BACHARELADO),3.0902,4
PUCSP,2017,2401,HISTÓRIA (BACHARELADO),3.279,4
UERJ,2017,2401,HISTÓRIA (BACHARELADO),3.8816,4
UFMA,2017,2401,HISTÓRIA (BACHARELADO),3.422,4
UFAC,2017,2401,HISTÓRIA (BACHARELADO),2.3387,3
UFPA,2017,2401,HISTÓRIA (BACHARELADO),3.8208,4
UFRN,2017,2401,HISTÓRIA (BACHARELADO),2.7209,3
UFRN,2017,2401,HISTÓRIA (BACHARELADO),3.4101,4
UFPR,2017,2401,HISTÓRIA (BACHARELADO),3.5679,4
UFPR,2017,2401,HISTÓRIA (BACHARELADO),4.1461,5
UFF,2017,2401,HISTÓRIA (BACHARELADO),3.2661,4
UFF,2017,2401,HISTÓRIA (BACHARELADO),3.4312,4
UFES,2017,2401,HISTÓRIA (BACHARELADO),2.9697,4
UFRRJ,2017,2401,HISTÓRIA (BACHARELADO),3.275,4
UFMG,2017,2401,HISTÓRIA (BACHARELADO),3.1764,4
UFJF,2017,2401,HISTÓRIA (BACHARELADO),2.7915,3
UFAL,2017,2401,HISTÓRIA (BACHARELADO),2.5726,3
UFBA,2017,2401,HISTÓRIA (BACHARELADO),3.1159,4
UFPE,2017,2401,HISTÓRIA (BACHARELADO),3.2743,4
UFRGS,2017,2401,HISTÓRIA (BACHARELADO),3.032,4
UFC,2017,2401,HISTÓRIA (BACHARELADO),2.9499,4
UFG,2017,2401,HISTÓRIA (BACHARELADO),3.3387,4
UFG,2017,2401,HISTÓRIA (BACHARELADO),,SC
UFSC,2017,2401,HISTÓRIA (BACHARELADO),2.8825,3
UFRJ,2017,2401,HISTÓRIA (BACHARELADO),3.4404,4
UNIFESP,2017,2401,HISTÓRIA (BACHARELADO),3.7409,4
UFPEL,2017,2401,HISTÓRIA (BACHARELADO),3.1293,4
UNILASALLE,2017,2401,HISTÓRIA (BACHARELADO),3.2177,4
UNIRIO,2017,2401,HISTÓRIA (BACHARELADO),3.455,4
UNIR,2017,2401,HISTÓRIA (BACHARELADO),2.9743,4
UEPG,2017,2401,HISTÓRIA (BACHARELADO),3.3758,4
UNIFAP,2017,2401,HISTÓRIA (BACHARELADO),1.557,2
UCAM,2017,2401,HISTÓRIA (BACHARELADO),,SC
ESMAC,2017,2401,HISTÓRIA (BACHARELADO),,SC
UFT,2017,2401,HISTÓRIA (BACHARELADO),2.8401,3
UFGD,2017,2401,HISTÓRIA (BACHARELADO),3.1327,4
UNILA,2017,2401,HISTÓRIA (BACHARELADO),3.1283,4
UFCA,2017,2401,HISTÓRIA (BACHARELADO),2.6278,3
UFMT,2017,2402,HISTÓRIA (LICENCIATURA),3.1229,4
UFMT,2017,2402,HISTÓRIA (LICENCIATURA),2.8942,3
UNB,2017,2402,HISTÓRIA (LICENCIATURA),3.3524,4
UNB,2017,2402,HISTÓRIA (LICENCIATURA),3.4742,4
UFS,2017,2402,HISTÓRIA (LICENCIATURA),2.8384,3
UFS,2017,2402,HISTÓRIA (LICENCIATURA),2.3787,3
UFAM,2017,2402,HISTÓRIA (LICENCIATURA),3.4639,4
UFPI,2017,2402,HISTÓRIA (LICENCIATURA),2.7821,3
UFPI,2017,2402,HISTÓRIA (LICENCIATURA),2.7158,3
UFOP,2017,2402,HISTÓRIA (LICENCIATURA),3.3221,4
UFV,2017,2402,HISTÓRIA (LICENCIATURA),3.3392,4
UEL,2017,2402,HISTÓRIA (LICENCIATURA),3.0359,4
PUCPR,2017,2402,HISTÓRIA (LICENCIATURA),3.1182,4
UNICAP,2017,2402,HISTÓRIA (LICENCIATURA),2.8991,3
FURG,2017,2402,HISTÓRIA (LICENCIATURA),3.1269,4
UCS,2017,2402,HISTÓRIA (LICENCIATURA),3.3824,4
UNISINOS,2017,2402,HISTÓRIA (LICENCIATURA),3.8618,4
UCP,2017,2402,HISTÓRIA (LICENCIATURA),2.4228,3
UFU,2017,2402,HISTÓRIA (LICENCIATURA),3.1981,4
UFU,2017,2402,HISTÓRIA (LICENCIATURA),3.2163,4
PUC-CAMPINAS,2017,2402,HISTÓRIA (LICENCIATURA),2.9975,4
UPF,2017,2402,HISTÓRIA (LICENCIATURA),3.0961,4
PUCRS,2017,2402,HISTÓRIA (LICENCIATURA),3.4327,4
FEEVALE,2017,2402,HISTÓRIA (LICENCIATURA),3.8771,4
UESC,2017,2402,HISTÓRIA (LICENCIATURA),2.7765,3
UECE,2017,2402,HISTÓRIA (LICENCIATURA),2.2138,3
UECE,2017,2402,HISTÓRIA (LICENCIATURA),2.9169,3
UECE,2017,2402,HISTÓRIA (LICENCIATURA),3.0246,4
UNEB,2017,2402,HISTÓRIA (LICENCIATURA),3.0914,4
UNEB,2017,2402,HISTÓRIA (LICENCIATURA),2.6154,3
UNEB,2017,2402,HISTÓRIA (LICENCIATURA),2.5109,3
UNEB,2017,2402,HISTÓRIA (LICENCIATURA),2.7122,3
UNEB,2017,2402,HISTÓRIA (LICENCIATURA),2.9202,3
UNEB,2017,2402,HISTÓRIA (LICENCIATURA),2.5423,3
UNEB,2017,2402,HISTÓRIA (LICENCIATURA),2.5519,3
UNEB,2017,2402,HISTÓRIA (LICENCIATURA),2.5777,3
UNEB,2017,2402,HISTÓRIA (LICENCIATURA),3.5361,4
UDESC,2017,2402,HISTÓRIA (LICENCIATURA),3.9091,4
UEG,2017,2402,HISTÓRIA (LICENCIATURA),3.2564,4
UEG,2017,2402,HISTÓRIA (LICENCIATURA),3.1694,4
UEG,2017,2402,HISTÓRIA (LICENCIATURA),1.8131,2
UEG,2017,2402,HISTÓRIA (LICENCIATURA),2.3155,3
UEG,2017,2402,HISTÓRIA (LICENCIATURA),2.9147,3
UEG,2017,2402,HISTÓRIA (LICENCIATURA),2.2415,3
UEG,2017,2402,HISTÓRIA (LICENCIATURA),1.9775,3
UEG,2017,2402,HISTÓRIA (LICENCIATURA),3.5297,4
UEG,2017,2402,HISTÓRIA (LICENCIATURA),2.55,3
UEG,2017,2402,HISTÓRIA (LICENCIATURA),1.9697,3
UEG,2017,2402,HISTÓRIA (LICENCIATURA),2.0473,3
UNICAMP,2017,2402,HISTÓRIA (LICENCIATURA),2.8025,3
UNICAMP,2017,2402,HISTÓRIA (LICENCIATURA),3.8733,4
UNESP,2017,2402,HISTÓRIA (LICENCIATURA),2.6856,3
UNESP,2017,2402,HISTÓRIA (LICENCIATURA),3.137,4
UEM,2017,2402,HISTÓRIA (LICENCIATURA),3.2816,4
UEM,2017,2402,HISTÓRIA (LICENCIATURA),2.3293,3
UEM,2017,2402,HISTÓRIA (LICENCIATURA),2.6614,3
UERN,2017,2402,HISTÓRIA (LICENCIATURA),2.6891,3
UERN,2017,2402,HISTÓRIA (LICENCIATURA),2.6776,3
UERN,2017,2402,HISTÓRIA (LICENCIATURA),,SC
CESA,2017,2402,HISTÓRIA (LICENCIATURA),2.0589,3
FFCL,2017,2402,HISTÓRIA (LICENCIATURA),1.7367,2
FURB,2017,2402,HISTÓRIA (LICENCIATURA),4.1098,5
FAFIA,2017,2402,HISTÓRIA (LICENCIATURA),1.8865,2
UNIVILLE,2017,2402,HISTÓRIA (LICENCIATURA),3.3598,4
UNIVALI,2017,2402,HISTÓRIA (LICENCIATURA),2.4213,3
FAFIMA,2017,2402,HISTÓRIA (LICENCIATURA),2.2153,3
UVA,2017,2402,HISTÓRIA (LICENCIATURA),2.7906,3
UFSJ,2017,2402,HISTÓRIA (LICENCIATURA),3.5367,4
UNAR,2017,2402,HISTÓRIA (LICENCIATURA),2.31,3
CEUCLAR,2017,2402,HISTÓRIA (LICENCIATURA),3.2332,4
USC,2017,2402,HISTÓRIA (LICENCIATURA),3.8436,4
CBM,2017,2402,HISTÓRIA (LICENCIATURA),3.1761,4
UNIUBE,2017,2402,HISTÓRIA (LICENCIATURA),2.4012,3
UNISO,2017,2402,HISTÓRIA (LICENCIATURA),3.0309,4
FAFICA,2017,2402,HISTÓRIA (LICENCIATURA),3.2816,4
UNIFAI,2017,2402,HISTÓRIA (LICENCIATURA),3.7187,4
UNESA,2017,2402,HISTÓRIA (LICENCIATURA),2.5028,3
UNESA,2017,2402,HISTÓRIA (LICENCIATURA),2.7381,3
UNESA,2017,2402,HISTÓRIA (LICENCIATURA),2.9636,4
UNESA,2017,2402,HISTÓRIA (LICENCIATURA),3.1278,4
UNESA,2017,2402,HISTÓRIA (LICENCIATURA),2.9063,3
UNESA,2017,2402,HISTÓRIA (LICENCIATURA),2.8863,3
UVA,2017,2402,HISTÓRIA (LICENCIATURA),3.2192,4
UCB,2017,2402,HISTÓRIA (LICENCIATURA),3.1627,4
FAECA DOM BOSCO,2017,2402,HISTÓRIA (LICENCIATURA),2.4892,3
UNICSUL,2017,2402,HISTÓRIA (LICENCIATURA),2.3611,3
UNICSUL,2017,2402,HISTÓRIA (LICENCIATURA),2.9118,3
UNISANTOS,2017,2402,HISTÓRIA (LICENCIATURA),3.4176,4
UNIMEP,2017,2402,HISTÓRIA (LICENCIATURA),3.5573,4
UNOESTE,2017,2402,HISTÓRIA (LICENCIATURA),3.4092,4
UNIVAP,2017,2402,HISTÓRIA (LICENCIATURA),2.6002,3
UNISUAM,2017,2402,HISTÓRIA (LICENCIATURA),2.7749,3
FIS,2017,2402,HISTÓRIA (LICENCIATURA),2.3523,3
UNISC,2017,2402,HISTÓRIA (LICENCIATURA),3.5835,4
,2017,2402,HISTÓRIA (LICENCIATURA),2.7584,3
UNINOVE,2017,2402,HISTÓRIA (LICENCIATURA),3.2009,4
UNINOVE,2017,2402,HISTÓRIA (LICENCIATURA),2.636,3
UNINOVE,2017,2402,HISTÓRIA (LICENCIATURA),3.0418,4
,2017,2402,HISTÓRIA (LICENCIATURA),2.1764,3
UNIP,2017,2402,HISTÓRIA (LICENCIATURA),2.5844,3
PUC MINAS,2017,2402,HISTÓRIA (LICENCIATURA),3.248,4
UNI-BH,2017,2402,HISTÓRIA (LICENCIATURA),3.8222,4
UTP,2017,2402,HISTÓRIA (LICENCIATURA),3.5387,4
UNIMONTES,2017,2402,HISTÓRIA (LICENCIATURA),2.8719,3
UNIMONTES,2017,2402,HISTÓRIA (LICENCIATURA),2.5865,3
UNIMONTES,2017,2402,HISTÓRIA (LICENCIATURA),,SC
FMU,2017,2402,HISTÓRIA (LICENCIATURA),3.3027,4
UNISA,2017,2402,HISTÓRIA (LICENCIATURA),3.205,4
UNISA,2017,2402,HISTÓRIA (LICENCIATURA),2.6567,3
,2017,2402,HISTÓRIA (LICENCIATURA),1.6025,2
,2017,2402,HISTÓRIA (LICENCIATURA),,SC
UNAMA,2017,2402,HISTÓRIA (LICENCIATURA),2.7386,3
UCDB,2017,2402,HISTÓRIA (LICENCIATURA),3.3842,4
UCDB,2017,2402,HISTÓRIA (LICENCIATURA),2.9223,3
UNIT,2017,2402,HISTÓRIA (LICENCIATURA),3.1405,4
UNIT,2017,2402,HISTÓRIA (LICENCIATURA),2.7565,3
UNICEUB,2017,2402,HISTÓRIA (LICENCIATURA),2.1341,3
UNICEUB,2017,2402,HISTÓRIA (LICENCIATURA),2.4336,3
UPIS,2017,2402,HISTÓRIA (LICENCIATURA),2.02,3
UPE,2017,2402,HISTÓRIA (LICENCIATURA),2.4496,3
UPE,2017,2402,HISTÓRIA (LICENCIATURA),2.9636,4
UPE,2017,2402,HISTÓRIA (LICENCIATURA),2.4719,3
FASP,2017,2402,HISTÓRIA (LICENCIATURA),1.3947,2
UNICID,2017,2402,HISTÓRIA (LICENCIATURA),4.0623,5
UNIFRA,2017,2402,HISTÓRIA (LICENCIATURA),3.5922,4
FASM,2017,2402,HISTÓRIA (LICENCIATURA),2.2405,3
UNIPAR,2017,2402,HISTÓRIA (LICENCIATURA),3.1506,4
UNIPAR,2017,2402,HISTÓRIA (LICENCIATURA),2.0004,3
UNIPAR,2017,2402,HISTÓRIA (LICENCIATURA),1.7106,2
FFCL,2017,2402,HISTÓRIA (LICENCIATURA),2.3491,3
UNC,2017,2402,HISTÓRIA (LICENCIATURA),3.0491,4
ULBRA,2017,2402,HISTÓRIA (LICENCIATURA),3.176,4
ULBRA,2017,2402,HISTÓRIA (LICENCIATURA),2.6301,3
UNISANT'ANNA,2017,2402,HISTÓRIA (LICENCIATURA),2.4288,3
UNIAN - SP,2017,2402,HISTÓRIA (LICENCIATURA),2.6421,3
UNIGRANRIO,2017,2402,HISTÓRIA (LICENCIATURA),3.2778,4
UNESC,2017,2402,HISTÓRIA (LICENCIATURA),3.3284,4
FECLE,2017,2402,HISTÓRIA (LICENCIATURA),2.5543,3
UNISUL,2017,2402,HISTÓRIA (LICENCIATURA),3.1088,4
FESB,2017,2402,HISTÓRIA (LICENCIATURA),2.6065,3
UNIFRAN,2017,2402,HISTÓRIA (LICENCIATURA),3.1124,4
UNIFRAN,2017,2402,HISTÓRIA (LICENCIATURA),2.1469,3
FESL,2017,2402,HISTÓRIA (LICENCIATURA),2.5001,3
UCSAL,2017,2402,HISTÓRIA (LICENCIATURA),2.4188,3
PUC GOIÁS,2017,2402,HISTÓRIA (LICENCIATURA),2.7345,3
PUC-RIO,2017,2402,HISTÓRIA (LICENCIATURA),3.5032,4
UNIJUI,2017,2402,HISTÓRIA (LICENCIATURA),3.2316,4
FAFIMAN,2017,2402,HISTÓRIA (LICENCIATURA),2.2409,3
PUCSP,2017,2402,HISTÓRIA (LICENCIATURA),3.7101,4
UERJ,2017,2402,HISTÓRIA (LICENCIATURA),3.2653,4
UERJ,2017,2402,HISTÓRIA (LICENCIATURA),2.8484,3
UFMA,2017,2402,HISTÓRIA (LICENCIATURA),3.2292,4
UFAC,2017,2402,HISTÓRIA (LICENCIATURA),1.4574,2
UEPB,2017,2402,HISTÓRIA (LICENCIATURA),3.0574,4
UEPB,2017,2402,HISTÓRIA (LICENCIATURA),3.1444,4
UEMA,2017,2402,HISTÓRIA (LICENCIATURA),2.5718,3
UEMA,2017,2402,HISTÓRIA (LICENCIATURA),3.1851,4
UFPA,2017,2402,HISTÓRIA (LICENCIATURA),2.9843,4
UFPA,2017,2402,HISTÓRIA (LICENCIATURA),2.8363,3
UFPA,2017,2402,HISTÓRIA (LICENCIATURA),2.6547,3
UFRN,2017,2402,HISTÓRIA (LICENCIATURA),3.4554,4
UFRN,2017,2402,HISTÓRIA (LICENCIATURA),3.2874,4
UFRN,2017,2402,HISTÓRIA (LICENCIATURA),3.1181,4
UFPR,2017,2402,HISTÓRIA (LICENCIATURA),3.8287,4
UFF,2017,2402,HISTÓRIA (LICENCIATURA),3.1618,4
UFF,2017,2402,HISTÓRIA (LICENCIATURA),3.2948,4
UFES,2017,2402,HISTÓRIA (LICENCIATURA),2.881,3
UFES,2017,2402,HISTÓRIA (LICENCIATURA),3.2162,4
UFRRJ,2017,2402,HISTÓRIA (LICENCIATURA),3.2858,4
UFRRJ,2017,2402,HISTÓRIA (LICENCIATURA),3.2285,4
UFMG,2017,2402,HISTÓRIA (LICENCIATURA),3.5502,4
UFJF,2017,2402,HISTÓRIA (LICENCIATURA),3.36,4
UFAL,2017,2402,HISTÓRIA (LICENCIATURA),2.6153,3
UFAL,2017,2402,HISTÓRIA (LICENCIATURA),1.7776,2
UFBA,2017,2402,HISTÓRIA (LICENCIATURA),2.6619,3
UFPB,2017,2402,HISTÓRIA (LICENCIATURA),3.589,4
UFPE,2017,2402,HISTÓRIA (LICENCIATURA),3.0556,4
UFRGS,2017,2402,HISTÓRIA (LICENCIATURA),2.9783,4
UFSM,2017,2402,HISTÓRIA (LICENCIATURA),3.3877,4
UFC,2017,2402,HISTÓRIA (LICENCIATURA),2.8758,3
UFG,2017,2402,HISTÓRIA (LICENCIATURA),2.6555,3
UFG,2017,2402,HISTÓRIA (LICENCIATURA),,SC
UFG,2017,2402,HISTÓRIA (LICENCIATURA),2.9513,4
UFG,2017,2402,HISTÓRIA (LICENCIATURA),2.9717,4
UFSC,2017,2402,HISTÓRIA (LICENCIATURA),3.5088,4
UFRJ,2017,2402,HISTÓRIA (LICENCIATURA),,SC
UFRPE,2017,2402,HISTÓRIA (LICENCIATURA),3.4112,4
UFRPE,2017,2402,HISTÓRIA (LICENCIATURA),1.8841,2
UNIFESP,2017,2402,HISTÓRIA (LICENCIATURA),3.5393,4
UNIFAL-MG,2017,2402,HISTÓRIA (LICENCIATURA),3.2243,4
UFVJM,2017,2402,HISTÓRIA (LICENCIATURA),3.2454,4
UFTM,2017,2402,HISTÓRIA (LICENCIATURA),2.8087,3
UNIOESTE,2017,2402,HISTÓRIA (LICENCIATURA),3.2004,4
UFPEL,2017,2402,HISTÓRIA (LICENCIATURA),2.9549,4
UNILASALLE,2017,2402,HISTÓRIA (LICENCIATURA),3.4246,4
FAFOPST,2017,2402,HISTÓRIA (LICENCIATURA),2.4663,3
UNIVERSO,2017,2402,HISTÓRIA (LICENCIATURA),2.8559,3
UNITAU,2017,2402,HISTÓRIA (LICENCIATURA),2.5696,3
UNITAU,2017,2402,HISTÓRIA (LICENCIATURA),2.9206,3
UNITAU,2017,2402,HISTÓRIA (LICENCIATURA),2.5089,3
UEFS,2017,2402,HISTÓRIA (LICENCIATURA),2.4283,3
UNINILTONLINS,2017,2402,HISTÓRIA (LICENCIATURA),2.2367,3
UNIDERP,2017,2402,HISTÓRIA (LICENCIATURA),2.5326,3
CESVASF,2017,2402,HISTÓRIA (LICENCIATURA),2.2039,3
FINOM,2017,2402,HISTÓRIA (LICENCIATURA),2.8706,3
FBJ,2017,2402,HISTÓRIA (LICENCIATURA),1.8169,2
